id,viral_load,virus,family,day
12_Y_M_2,-3.980983211,M,Y_12,12/04/17
13_C_M_1,0.164857292,M,C_13,12/01/17
13_E_M_1,-3.011903731,M,E_13,01/02/17
13_E_M_2,-1.318303731,M,E_13,01/02/17
13_R_I_1,0.636469057,I,R_13,07/03/17
13_R_I_2,0.027869057,I,R_13,07/03/17
13_Y_A_1,-0.088615939,A,Y_13,04/04/17
13_Y_A_2,-2.106325536,A,Y_13,12/04/17
14_A_M_1,-2.496095241,M,A_14,17/01/17
14_B_M_1,-2.444531688,M,B_14,26/01/17
14_C_I_2,1.374751529,I,C_14,25/01/17
14_C_I_3,1.100199322,I,C_14,19/01/17
14_C_M_1,-0.499642708,M,C_14,12/01/17
14_C_M_2,-1.345578805,M,C_14,17/01/17
14_E_A_1,1.06691813,A,E_14,18/01/17
14_F_A_1,-0.908605516,A,F_14,24/01/17
14_F_A_2,-1.835385297,A,F_14,02/02/17
14_I_I_1,1.621093708,I,I_14,31/01/17
14_I_I_2,1.366343708,I,I_14,31/01/17
14_J_A_1,0.9219901,A,J_14,28/02/17
14_J_I_1,1.252196241,I,J_14,21/02/17
14_J_I_2,2.340137159,I,J_14,21/02/17
14_P_A_1,-1.576996218,A,P_14,09/03/17
14_P_A_2,-1.321746218,A,P_14,09/03/17
14_P_I_1,4.770190524,I,P_14,15/03/17
14_P_I_2,1.271170378,I,P_14,15/03/17
14_P_M_1,-0.947026899,M,P_14,21/03/17
14_P_M_2,-1.839226899,M,P_14,21/03/17
14_T_A_1,1.053829768,A,T_14,28/03/17
14_T_A_2,-1.277720232,A,T_14,28/03/17
14_V_A_1,1.170846269,A,V_14,22/03/17
14_V_A_2,2.724946269,A,V_14,22/03/17
14_Y_A_1,-2.159525536,A,Y_14,12/04/17
14_Z_M_1,0.598478847,M,Z_14,29/03/17
14_Z_M_2,-2.152722582,M,Z_14,04/04/17
15_E_A_1,-0.30118187,A,E_15,18/01/17
15_E_A_2,-1.30870174,A,E_15,24/01/17
15_F_M_1,-1.723788138,M,F_15,12/01/17
15_G_M_1,-0.67055174,M,G_15,14/02/17
15_L_A_1,-1.323756292,A,L_15,09/03/17
15_L_M_1,-0.432058587,M,L_15,01/03/17
15_L_M_2,-1.172988654,M,L_15,08/03/17
15_O_A_1,2.189216899,A,O_15,22/03/17
15_O_A_2,1.991766899,A,O_15,22/03/17
15_P_A_1,-3.045909949,A,P_15,22/03/17
15_P_A_2,-2.962409949,A,P_15,22/03/17
15_P_I_1,1.930720378,I,P_15,15/03/17
15_P_I_2,1.378870378,I,P_15,15/03/17
15_S_M_1,-1.912423847,M,S_15,14/03/17
15_U_I_1,1.44352405,I,U_15,23/03/17
16_A_M_1,-0.950338956,M,A_16,12/01/17
16_C_M_1,-0.076942708,M,C_16,12/01/17
16_E_A_1,-0.05738187,A,E_16,18/01/17
16_F_A_1,-0.505174935,A,F_16,18/01/17
16_I_I_1,1.238321195,I,I_16,25/01/17
16_N_I_1,1.298675293,I,N_16,07/03/17
16_N_I_2,1.774540524,I,N_16,15/03/17
16_O_A_1,1.524453782,A,O_16,09/03/17
16_O_I_1,2.270242632,I,O_16,02/03/17
16_O_I_2,1.01461499,I,O_16,07/03/17
16_T_I_1,1.457447565,I,T_16,30/03/17
16_T_I_2,-0.778652435,I,T_16,30/03/17
16_T_M_1,-0.122433846,M,T_16,29/03/17
16_T_M_2,-1.470476084,M,T_16,04/04/17
16_U_I_1,1.04762405,I,U_16,23/03/17
16_V_M_1,-0.375833101,M,V_16,29/03/17
16_V_M_2,-4.162621198,M,V_16,29/03/17
16_W_A_1,1.252646269,A,W_16,22/03/17
16_W_A_2,0.449496269,A,W_16,22/03/17
16_Y_A_1,-1.034125536,A,Y_16,12/04/17
17_A_M_1,-0.038088956,M,A_17,12/01/17
17_A_M_2,-2.802245241,M,A_17,17/01/17
17_B_M_1,-1.363431688,M,B_17,26/01/17
17_D_A_1,2.033051529,A,D_17,18/01/17
17_D_A_2,1.438985137,A,D_17,24/01/17
17_D_M_1,-0.139688138,M,D_17,12/01/17
17_E_A_1,-0.31083187,A,E_17,18/01/17
17_F_A_1,-1.150374935,A,F_17,18/01/17
17_G_A_1,-2.566210877,A,G_17,07/02/17
17_G_I_1,0.515225065,I,G_17,19/01/17
17_G_I_2,1.272633601,I,G_17,31/01/17
17_H_I_1,3.101721195,I,H_17,25/01/17
17_S_A_1,1.275625065,A,S_17,16/03/17
17_S_A_2,-2.636478342,A,S_17,16/03/17
17_S_I_1,0.834087893,I,S_17,23/03/17
17_S_I_2,0.360137893,I,S_17,23/03/17
17_U_I_1,0.20082405,I,U_17,23/03/17
17_U_I_2,-0.318002435,I,U_17,30/03/17
17_W_A_1,0.775096269,A,W_17,22/03/17
17_W_A_2,-0.039384362,A,W_17,28/03/17
17_W_I_1,-0.080908616,I,W_17,30/03/17
17_W_I_2,1.470381842,I,W_17,04/04/17
17_Y_M_1,-0.803950159,M,Y_17,04/04/17
18_C_M_1,-3.002300159,M,C_18,12/01/17
18_C_M_2,-2.078104916,M,C_18,26/01/17
18_F_A_1,-0.099205516,A,F_18,24/01/17
18_F_A_2,1.076664703,A,F_18,02/02/17
18_F_M_1,-0.894202898,M,F_18,01/02/17
18_G_A_1,0.268093688,A,G_18,02/02/17
18_I_I_1,1.958169113,I,I_18,31/01/17
18_K_A_1,-1.004512985,A,K_18,22/02/17
18_M_A_1,-1.23211479,A,M_18,09/03/17
18_M_A_2,-1.13016479,A,M_18,09/03/17
18_M_A_3,-0.329284362,A,M_18,16/03/17
18_M_I_1,1.775237245,I,M_18,15/03/17
18_M_I_2,2.167040524,I,M_18,15/03/17
18_M_I_3,1.204525065,I,M_18,23/03/17
18_N_I_1,0.97901499,I,N_18,07/03/17
18_N_I_2,1.669675293,I,N_18,07/03/17
18_S_A_1,2.979188332,A,S_18,28/03/17
18_S_A_2,0.168979768,A,S_18,28/03/17
18_S_A_3,-0.192752267,A,S_18,04/04/17
18_S_M_1,-2.687033846,M,S_18,29/03/17
18_S_M_2,-2.060997448,M,S_18,04/04/17
18_S_M_3,-3.963997448,M,S_18,04/04/17
18_V_I_1,1.657388731,I,V_18,04/04/17
18_V_I_2,1.696688731,I,V_18,04/04/17
18_V_M_1,-4.445771198,M,V_18,29/03/17
18_V_M_2,-0.217721198,M,V_18,29/03/17
18_V_M_3,-4.483371198,M,V_18,29/03/17
18_Y_I_1,2.227096241,I,Y_18,04/04/17
19_AA_I_1,0.822549841,I,AA_19,04/04/17
19_AA_I_2,1.090649841,I,AA_19,04/04/17
19_B_M_1,-1.750883211,M,B_19,17/01/17
19_F_A_1,-1.180655516,A,F_19,24/01/17
19_F_A_2,1.123114703,A,F_19,02/02/17
19_I_M_1,0.160987943,M,I_19,08/02/17
19_J_I_1,1.205087159,I,J_19,21/02/17
19_J_I_2,2.226816008,I,J_19,02/03/17
19_K_A_1,0.162487015,A,K_19,22/02/17
19_K_A_2,0.046335137,A,K_19,22/02/17
19_L_A_1,1.003962608,A,L_19,28/02/17
19_L_M_1,-1.712914863,M,L_19,23/02/17
19_L_M_2,0.603085137,M,L_19,23/02/17
19_O_M_1,0.432123101,M,O_19,21/03/17
19_Q_A_1,1.277703782,A,Q_19,09/03/17
19_Q_A_2,0.612425065,A,Q_19,16/03/17
2_A_M_1,0.235846061,M,A_2,17/01/17
2_A_M_2,-1.614714863,M,A_2,26/01/17
2_AA_I_1,0.983049841,I,AA_2,04/04/17
2_D_A_1,-0.421314863,A,D_2,24/01/17
2_F_A_1,-2.417305516,A,F_2,24/01/17
2_G_I_1,2.354975065,I,G_2,19/01/17
2_H_I_1,0.682671195,I,H_2,25/01/17
2_H_I_2,1.944287159,I,H_2,09/02/17
2_K_A_1,1.282539562,A,K_2,22/02/17
2_W_M_1,-3.414375638,M,W_2,21/03/17
2_W_M_2,-1.441825638,M,W_2,21/03/17
2_X_A_1,1.611834061,A,X_2,28/03/17
2_Y_A_1,-0.162465939,A,Y_2,04/04/17
20_F_A_1,-0.096374935,A,F_20,18/01/17
20_F_A_2,-0.291235297,A,F_20,02/02/17
20_F_M_1,-1.403712057,M,F_20,08/02/17
20_G_A_1,-2.572084321,A,G_20,18/01/17
20_G_I_1,0.688253853,I,G_20,19/01/17
20_J_I_1,1.736787159,I,J_20,21/02/17
20_N_M_1,0.658273101,M,N_20,21/03/17
20_U_M_1,-0.968883846,M,U_20,29/03/17
20_U_M_2,-2.377926084,M,U_20,04/04/17
20_U_M_3,-3.032226084,M,U_20,04/04/17
20_X_I_1,0.478488332,I,X_20,23/03/17
21_A_M_1,-1.578638956,M,A_21,12/01/17
21_A_M_2,-3.511495241,M,A_21,17/01/17
21_D_M_1,0.520061862,M,D_21,12/01/17
21_F_A_1,-0.381155516,A,F_21,24/01/17
21_I_I_1,1.386585137,I,I_21,19/01/17
21_I_I_2,-0.454428805,I,I_21,25/01/17
21_J_I_1,3.037837159,I,J_21,21/02/17
21_K_A_1,-0.381364863,A,K_21,22/02/17
21_K_A_2,-0.120287392,A,K_21,28/02/17
21_K_I_1,3.07347405,I,K_21,02/03/17
21_M_A_1,0.87943521,A,M_21,09/03/17
21_M_A_2,1.46503521,A,M_21,09/03/17
21_N_A_1,1.049415638,A,N_21,16/03/17
21_N_A_2,1.209365638,A,N_21,16/03/17
21_N_M_1,0.777646012,M,N_21,21/03/17
21_O_M_1,0.61107622,M,O_21,01/03/17
21_O_M_2,-0.03037378,M,O_21,01/03/17
21_R_I_1,1.165324001,I,R_21,15/03/17
21_R_M_1,-0.78085261,M,R_21,21/03/17
21_T_I_1,1.080328102,I,T_21,23/03/17
21_T_I_2,0.880128102,I,T_21,23/03/17
22_A_M_1,-0.081600159,M,A_22,17/01/17
22_A_M_2,-2.456800159,M,A_22,17/01/17
22_AA_A_1,-0.610974789,A,AA_22,04/04/17
22_AA_A_2,-0.604974789,A,AA_22,04/04/17
22_AA_I_1,3.132639077,I,AA_22,12/04/17
22_AA_I_2,0.532770935,I,AA_22,12/04/17
22_B_M_1,-1.302683211,M,B_22,17/01/17
22_B_M_2,-2.205981688,M,B_22,26/01/17
22_C_I_1,1.022101529,I,C_22,25/01/17
22_C_M_1,-2.606250159,M,C_22,12/01/17
22_C_M_2,-2.875178805,M,C_22,17/01/17
22_D_A_1,0.166901529,A,D_22,18/01/17
22_D_I_1,2.123049322,I,D_22,19/01/17
22_D_M_1,0.124161862,M,D_22,12/01/17
22_E_A_1,-1.91363187,A,E_22,18/01/17
22_F_A_1,-0.962724935,A,F_22,18/01/17
22_G_A_1,0.624114703,A,G_22,02/02/17
22_G_I_1,1.686903853,I,G_22,19/01/17
22_G_I_2,1.568883601,I,G_22,31/01/17
22_I_I_1,1.234653853,I,I_22,19/01/17
22_K_A_1,-0.580706292,A,K_22,09/03/17
22_K_I_1,0.98277405,I,K_22,02/03/17
22_K_I_2,1.06567405,I,K_22,02/03/17
22_L_A_1,1.318112608,A,L_22,28/02/17
22_L_M_1,-0.2909599,M,L_22,23/02/17
22_L_M_2,0.1363401,M,L_22,23/02/17
22_M_I_1,1.345229768,I,M_22,02/03/17
22_M_I_2,3.388140524,I,M_22,15/03/17
22_M_I_3,1.232690524,I,M_22,15/03/17
22_N_A_1,-1.111483101,A,N_22,22/03/17
22_N_A_2,-2.305883101,A,N_22,22/03/17
22_P_M_1,-2.037436674,M,P_22,08/03/17
22_Q_A_1,1.028875065,A,Q_22,16/03/17
22_S_I_1,1.925624001,I,S_22,15/03/17
22_T_A_1,-0.557928342,A,T_22,16/03/17
22_T_A_2,-0.392428342,A,T_22,16/03/17
22_T_M_1,-0.951870232,M,T_22,21/03/17
22_Y_I_1,1.779246241,I,Y_22,04/04/17
22_Z_A_1,1.87567473,A,Z_22,12/04/17
22_Z_M_1,-2.051422582,M,Z_22,04/04/17
22_Z_M_2,-3.100572582,M,Z_22,04/04/17
23_B_M_1,-1.564326899,M,B_23,12/01/17
23_B_M_2,-0.344883211,M,B_23,17/01/17
23_F_A_1,-0.975374935,A,F_23,18/01/17
23_F_A_2,-4.906905516,A,F_23,24/01/17
23_M_M_1,1.22797622,M,M_23,01/03/17
23_T_A_1,-0.173121153,A,T_23,04/04/17
23_T_A_2,-1.385832204,A,T_23,04/04/17
23_T_I_1,1.144997565,I,T_23,30/03/17
23_T_I_2,0.463538731,I,T_23,04/04/17
23_X_I_1,-0.730658616,I,X_23,30/03/17
23_X_I_2,0.829091384,I,X_23,30/03/17
23_Z_A_1,-0.866402267,A,Z_23,04/04/17
23_Z_A_2,0.88207473,A,Z_23,12/04/17
23_Z_M_1,-3.267983211,M,Z_23,12/04/17
24_C_M_1,-0.045642708,M,C_24,12/01/17
24_E_A_1,1.60424826,A,E_24,24/01/17
24_I_A_1,0.11724826,A,I_24,07/02/17
24_K_A_1,-2.123187392,A,K_24,28/02/17
24_K_A_2,-1.520170232,A,K_24,28/02/17
24_S_M_1,-1.325270232,M,S_24,21/03/17
24_U_M_1,-0.545326084,M,U_24,04/04/17
24_U_M_2,-1.988926084,M,U_24,04/04/17
24_V_M_1,-0.959603988,M,V_24,21/03/17
24_W_M_1,-5.881875638,M,W_24,21/03/17
24_W_M_2,-3.839225638,M,W_24,21/03/17
25_G_A_1,-0.647685297,A,G_25,02/02/17
25_G_A_2,-1.92323501,A,G_25,15/02/17
25_G_I_1,0.687146241,I,G_25,16/02/17
25_L_A_1,-0.587756292,A,L_25,09/03/17
25_L_M_1,0.1722401,M,L_25,23/02/17
25_L_M_2,1.253691413,M,L_25,01/03/17
25_M_A_1,1.444015638,A,M_25,16/03/17
25_M_A_2,1.498616899,A,M_25,22/03/17
25_M_I_1,1.970275065,I,M_25,23/03/17
25_N_I_1,-0.403874707,I,N_25,07/03/17
25_P_I_1,0.96671499,I,P_25,07/03/17
25_P_I_2,3.012570378,I,P_25,15/03/17
25_P_M_1,-0.785026899,M,P_25,14/03/17
25_P_M_2,0.223773101,M,P_25,14/03/17
25_Q_M_1,0.246369113,M,Q_25,14/03/17
25_Q_M_2,0.370619113,M,Q_25,14/03/17
25_T_M_1,-1.014276084,M,T_25,04/04/17
25_V_M_1,-1.094871198,M,V_25,29/03/17
25_X_M_1,-0.807571153,M,X_25,29/03/17
25_X_M_2,-1.757821153,M,X_25,29/03/17
26_D_A_1,1.001651529,A,D_26,18/01/17
26_H_A_1,-0.001360877,A,H_26,07/02/17
26_H_A_2,-0.23103501,A,H_26,15/02/17
26_H_I_1,1.579639123,I,H_26,25/01/17
26_H_I_2,0.947239123,I,H_26,25/01/17
26_H_M_1,-0.172352898,M,H_26,01/02/17
26_H_M_2,-0.196012057,M,H_26,08/02/17
26_I_A_1,1.583743688,A,I_26,02/02/17
26_I_A_2,1.24539826,A,I_26,07/02/17
26_I_I_1,0.913985137,I,I_26,25/01/17
26_I_I_2,2.163819113,I,I_26,31/01/17
26_I_I_3,1.923405802,I,I_26,16/02/17
26_M_I_1,1.910992632,I,M_26,07/03/17
26_S_A_1,0.205179768,A,S_26,28/03/17
26_S_I_1,1.271024001,I,S_26,15/03/17
26_S_I_2,1.434437893,I,S_26,23/03/17
26_S_I_3,0.484837893,I,S_26,23/03/17
26_T_I_1,-1.029702435,I,T_26,30/03/17
27_B_I_3,1.417349322,I,B_27,19/01/17
27_B_M_1,-1.897076899,M,B_27,12/01/17
27_B_M_2,-2.180976899,M,B_27,12/01/17
27_D_A_1,1.687620935,A,D_27,18/01/17
27_D_A_2,0.845885137,A,D_27,24/01/17
27_G_A_1,-2.293885297,A,G_27,02/02/17
27_J_I_1,2.560216008,I,J_27,02/03/17
27_J_I_2,3.384666008,I,J_27,02/03/17
27_K_A_1,-0.441064863,A,K_27,22/02/17
27_K_A_2,-1.743120232,A,K_27,28/02/17
27_K_I_1,1.93357405,I,K_27,02/03/17
27_L_M_1,0.3379401,M,L_27,23/02/17
27_L_M_2,1.693391413,M,L_27,01/03/17
27_N_I_1,2.124725065,I,N_27,23/03/17
27_N_I_2,2.391025065,I,N_27,23/03/17
27_N_I_3,2.848125065,I,N_27,23/03/17
27_N_M_1,0.003984254,M,N_27,14/03/17
27_N_M_2,-0.096065746,M,N_27,14/03/17
27_O_M_1,0.37722622,M,O_27,01/03/17
27_O_M_2,-1.504829106,M,O_27,08/03/17
27_P_I_1,-1.264530943,I,P_27,07/03/17
27_Q_I_1,3.520524001,I,Q_27,15/03/17
27_Q_I_2,1.936957292,I,Q_27,23/03/17
27_Q_I_3,1.200257292,I,Q_27,23/03/17
27_T_A_1,0.366929768,A,T_27,28/03/17
27_T_A_2,1.338379768,A,T_27,28/03/17
27_T_M_1,-0.191570232,M,T_27,21/03/17
27_T_M_2,-1.694633846,M,T_27,29/03/17
28_A_M_1,-0.084000159,M,A_28,17/01/17
28_A_M_2,-0.758214863,M,A_28,26/01/17
28_F_A_1,-0.706424935,A,F_28,18/01/17
28_F_A_2,1.03524826,A,F_28,24/01/17
28_K_A_1,-1.498956263,A,K_28,22/02/17
28_K_A_2,-1.056270232,A,K_28,28/02/17
28_O_M_1,-0.563726899,M,O_28,14/03/17
28_P_I_1,-0.001480943,I,P_28,07/03/17
28_P_I_2,0.622169057,I,P_28,07/03/17
28_S_M_1,-3.067783846,M,S_28,29/03/17
28_S_M_2,-3.620597448,M,S_28,04/04/17
28_Z_I_1,1.603470935,I,Z_28,12/04/17
29_A_I_3,-0.054950678,I,A_29,19/01/17
29_A_M_1,0.040923101,M,A_29,12/01/17
29_A_M_2,-1.585350159,M,A_29,17/01/17
29_C_M_1,-0.818428805,M,C_29,17/01/17
29_E_A_1,-1.83353187,A,E_29,18/01/17
29_E_A_2,-3.145960877,A,E_29,07/02/17
29_I_A_1,0.38649826,A,I_29,07/02/17
29_I_A_2,-1.31198501,A,I_29,15/02/17
29_I_I_1,1.697819113,I,I_29,31/01/17
29_I_I_2,1.455869113,I,I_29,31/01/17
29_K_A_1,-0.713106263,A,K_29,22/02/17
29_K_A_2,-0.676206263,A,K_29,22/02/17
29_L_M_1,-0.197708587,M,L_29,01/03/17
29_R_A_1,0.278793708,A,R_29,09/03/17
29_R_A_2,-0.483356292,A,R_29,09/03/17
29_R_I_1,1.485574001,I,R_29,15/03/17
29_R_I_2,0.657307292,I,R_29,23/03/17
29_R_M_1,-2.661836674,M,R_29,08/03/17
29_V_M_1,-0.258503988,M,V_29,21/03/17
29_V_M_2,-2.164637392,M,V_29,21/03/17
29_V_M_3,-1.182933101,M,V_29,29/03/17
29_Z_A_1,-2.83827527,A,Z_29,12/04/17
29_Z_A_2,-2.73927527,A,Z_29,12/04/17
3_C_M_1,-2.331804916,M,C_3,26/01/17
3_C_M_2,-3.290504916,M,C_3,26/01/17
3_S_I_1,0.680319057,I,S_3,07/03/17
3_U_A_1,-4.688934362,A,U_3,28/03/17
3_U_A_2,-5.158976529,A,U_3,28/03/17
3_V_M_1,-0.475503988,M,V_3,21/03/17
3_W_A_1,1.315146269,A,W_3,22/03/17
3_Z_M_1,-1.641522582,M,Z_3,04/04/17
3_Z_M_2,-0.591022582,M,Z_3,04/04/17
30_A_I_2,1.792451529,I,A_30,25/01/17
30_A_I_3,0.374649322,I,A_30,19/01/17
30_A_M_1,-0.302438956,M,A_30,12/01/17
30_A_M_2,-1.594200159,M,A_30,17/01/17
30_E_A_1,-1.17713187,A,E_30,18/01/17
30_H_M_1,-3.127752898,M,H_30,01/02/17
30_J_A_1,0.9350401,A,J_30,28/02/17
30_J_A_2,0.9694401,A,J_30,28/02/17
30_J_I_1,1.454437159,I,J_30,21/02/17
30_J_I_2,0.176337159,I,J_30,21/02/17
30_K_A_1,-1.737906263,A,K_30,22/02/17
30_V_M_1,0.819212608,M,V_30,21/03/17
31_A_M_1,-1.534988956,M,A_31,12/01/17
31_A_M_2,-1.295300159,M,A_31,17/01/17
31_B_I_3,0.961399322,I,B_31,19/01/17
31_B_M_1,-0.644426899,M,B_31,12/01/17
31_B_M_2,0.684773101,M,B_31,12/01/17
31_F_A_1,0.011984254,A,F_31,18/01/17
31_G_I_1,1.160503853,I,G_31,19/01/17
31_I_A_1,-0.250306312,A,I_31,02/02/17
31_K_A_1,-0.739312985,A,K_31,22/02/17
31_K_A_2,-1.088520232,A,K_31,28/02/17
31_U_I_1,0.76922405,I,U_31,23/03/17
31_Z_I_1,1.479281842,I,Z_31,04/04/17
32_A_I_3,0.941065679,I,A_32,19/01/17
32_A_I_4,1.995615679,I,A_32,19/01/17
32_A_M_1,-0.542688956,M,A_32,12/01/17
32_A_M_2,0.395190524,M,A_32,12/01/17
32_A_M_3,-0.035564863,M,A_32,26/01/17
32_D_A_1,1.197520935,A,D_32,18/01/17
32_E_A_1,-1.62543187,A,E_32,18/01/17
32_I_A_1,-2.25693501,A,I_32,15/02/17
32_I_A_2,-2.589044198,A,I_32,15/02/17
32_I_I_1,0.794935137,I,I_32,25/01/17
32_I_I_2,1.656823471,I,I_32,09/02/17
32_J_I_1,2.642237159,I,J_32,21/02/17
32_K_A_1,-1.563862985,A,K_32,22/02/17
32_K_A_2,-1.326562985,A,K_32,22/02/17
32_K_I_1,1.31707405,I,K_32,02/03/17
32_K_I_2,1.24312405,I,K_32,02/03/17
32_M_I_1,2.455129768,I,M_32,02/03/17
32_S_A_1,-3.868036528,A,S_32,22/03/17
32_Y_A_1,-3.73377527,A,Y_32,12/04/17
32_Y_A_2,-2.76762527,A,Y_32,12/04/17
32_Y_M_1,-1.540383211,M,Y_32,12/04/17
33_A_M_1,0.888990524,M,A_33,12/01/17
33_A_M_2,-0.512503939,M,A_33,17/01/17
33_G_I_1,1.747625065,I,G_33,19/01/17
33_K_A_1,-0.938412985,A,K_33,22/02/17
33_K_A_2,1.081079768,A,K_33,28/02/17
33_K_I_1,2.079179768,I,K_33,02/03/17
34_B_M_1,0.413368312,M,B_34,26/01/17
34_E_A_1,-1.175974935,A,E_34,18/01/17
34_F_A_1,-1.232584321,A,F_34,18/01/17
34_G_I_1,2.047775065,I,G_34,19/01/17
34_G_I_2,3.098409181,I,G_34,25/01/17
34_I_M_1,-0.64923501,M,I_34,14/02/17
34_P_I_1,1.383820378,I,P_34,15/03/17
34_P_I_2,0.325970378,I,P_34,15/03/17
34_T_A_1,0.299915638,A,T_34,28/03/17
34_U_M_1,-2.653726084,M,U_34,04/04/17
34_X_I_1,1.207188332,I,X_34,23/03/17
34_Y_A_1,0.673734061,A,Y_34,04/04/17
34_Y_A_2,-0.321065939,A,Y_34,04/04/17
34_Z_A_1,-0.189552267,A,Z_34,04/04/17
34_Z_I_1,0.887931842,I,Z_34,04/04/17
34_Z_I_2,2.514031842,I,Z_34,04/04/17
35_D_A_1,-0.485514863,A,D_35,24/01/17
35_F_A_1,-1.064015746,A,F_35,18/01/17
35_I_I_1,-0.728164863,I,I_35,25/01/17
35_I_I_2,1.174843708,I,I_35,31/01/17
35_K_A_1,0.465137015,A,K_35,22/02/17
35_M_I_1,0.911275293,I,M_35,07/03/17
35_O_I_1,-0.19163501,I,O_35,07/03/17
35_O_I_2,2.111190524,I,O_35,15/03/17
35_O_M_1,0.969316008,M,O_35,01/03/17
35_O_M_2,-0.966079106,M,O_35,08/03/17
35_P_A_1,-0.533925938,A,P_35,16/03/17
35_Q_A_1,-1.220809949,A,Q_35,22/03/17
35_Q_A_2,-0.091209949,A,Q_35,22/03/17
35_Q_M_1,-1.78615261,M,Q_35,21/03/17
35_Q_M_2,0.178584061,M,Q_35,29/03/17
35_X_A_1,0.041570935,A,X_35,12/04/17
35_X_A_2,0.83812473,A,X_35,12/04/17
36_D_M_1,-0.46310174,M,D_36,08/02/17
36_L_A_1,-1.884744198,A,L_36,15/02/17
36_L_A_2,0.660885137,A,L_36,22/02/17
36_L_I_1,2.208179768,I,L_36,02/03/17
36_M_I_1,1.871740524,I,M_36,15/03/17
36_M_I_2,2.612690524,I,M_36,15/03/17
